post,normalized claim
Na ye himachal hai na ye kashmir hai ….. first time in history snowfall in haryana – Gaon Barwala,हरियाणा के गांव बरवाला में हाल में पहली बार बर्फबारी हुई है।
"जिस प्रकार गुजरात में बेट द्वारका के पास हज़ारों अवैध मुसलमान बसे थे, उस आधार पर अंदाजा लगाया जा सकता है की देश में हज़ारों कसाब बसाये जा चुके हैं. खेत से मिल रहे ये पासपोर्ट, आधार कार्ड और कागजात देख कर आपकी रूह कांप जाएगी",ये वीडियो गुजरात में रह रहे अवैध मुसलमानों के सड़क किनारे पड़े मिले दस्तावेजों का है.
कर्म बड़ा होता है दुश्मन भी उस शख्सियत को पढ़ने लगते हैं !,"स्मृति ईरानी, राहुल गांधी के हर दिन की दिनचर्या की किताब पढ़ रही हैं।"
मुसलमानों के बिना हमारा काम नहीं चलेगा : प्रियंका गाँधी,प्रियंका गांधी ने कहा है कि मुसलमानों के बिना हमारा काम नहीं चलेगा।
शांतिप्रिय लोग काम पर लगे हुए हैं,ये हालिया जोधपुर हिंसा की तस्वीर है. इसमें देखा जा सकता है कि किस तरह शांतिप्रिय (मुस्लिम समुदाय के) लोग पत्थरबाजी कर रहे हैं.
"जीडीपी जाए गड्ढे में, मैं बिजी हूं बर्थडे में","तस्वीर में देखा जा सकता है कि कैसे पाकिस्तानी प्रधानमंत्री इमरान खान अपना जन्मदिन मनाने में मशगूल हैं, जबकि पाकिस्तान  का जीडीपी गर्त में जा रहा है."
Thank you for contacting P M Kusum Yojana!,पीएम कुसुम योजना के लिए मेल आईडी info@kusumonlineregistration.in पर भेजिए दस्तावेज।
असली बात तो ये है कुछ समझे।,राहुल गांधी टेलर कन्हैयालाल के हत्यारोपी का हाथ पकड़ कर खड़े हुए हैं।
श्रीराम जन्मभूमि अयोध्या में रेलवे स्टेशन बन कर तैयार हो गया है जय जय श्री राम,अयोध्या के रेलवे स्टेशन का वीडियो जो बनकर तैयार हो चुका है.
"मित्र !!! जब एक बच्चे की माँ मर जाती है, तो पिता पुनर्विवाह करता है पिता के पुनर्विवाह के बाद पहली पत्नी के बच्चों के साथ कितना बुरा होता है। आप खुद देखिए बाकी वीडियो इस महिला से छुटकारा पाने के लिए बहुत जरूरी है.अगर आप चाहें तो इस वीडियो को ग्रुप में डालें और पता करें कि यह कहां का है. फिर बिना इन बच्चों को छोड़ा जा सकता है और किसी को भी गोद लिया जा सकता है!",वीडियो में देखा जा सकता है कि कैसे एक महिला अपने सौतेले बच्चों के साथ क्रूरतापूर्ण व्यवहार कर रही है.
"राजनाथ ने भाजपा को मारी लात, संभाल जाओ देशवासियों ये सब कुछ बेच डालेगा",रक्षा मंत्री राजनाथ सिंह बीजेपी सरकार के विरोध में उतर आए हैं.
"जानते हो सनातनियों, सोनिया के साथ जो औरत है वो हैं इरम परवीन बिलाल. भारत में प्आरौपेसर बनके रह रही थी. आईएसआई की अंडर कवर एजेंट. जब कांग्रेस का राज था तब आईएसआई की इस एजेंट की पकड़ टॉप लेवल तक थी. भारत की कठपुतली मनमोहन सरकार को चलाने वाली सोनिया से येकभी भी मिल सकती थी. 2014 में इसका बोरिया बिस्तर भारत से बांध दिया गया. एक सीक्रेट ऑपरेशन में रॉ ने इरम परवीन बिलाल के तमाम सहयोगी मार गिराए. इसका वीजा रद्द किया गया और इस्लामाबाद की फ्लाइट में डिपोर्ट कर दी गई. अब ये मत पूछना कि 2014 में कौन सी सरकार आई थी. जय हो मोदी जी",इस तस्वीर में सोनिया गांधी के साथ दिख रही महिला आईएसआई की एजेंट इरम परवीन बिलाल है. इरम को साल 2014 में भारत से डिपोर्ट कर दिया गया था.
उत्तर प्रदेश में अमरोहा के बीजेपी विधायक की महिलाओं के द्वारा जूते-चप्पल व डंडे से पिटाई की खबर आ रही है!,उत्तर प्रदेश के अमरोहा में महिलाओं ने एक बीजेपी विधायक की जूते-चप्पल व डंडे से पिटाई की.
केरल के इस विडियो को देखें और इसे जितना हो सके उतना फॉरवर्ड करें. अगर आप आज चुप रहते हैं तो हमें नुकसान होगा. क्योंकि 6 महीने के बाद इसे आगे बढ़ाने का कोई फायदा नहीं होगा. उँगलियाँ घुमाएँ और इसे आगे बढ़ाएँ,ये केरल के एक स्टोर का वीडियो है जहां एक मुस्लिम महिला ने गणेश भगवान की मूर्तियां तोड़ दीं.
"इलाहाबाद के संगम में गंगा से बादल पानी ले जाते हुए यह पहली बार हुआ है. यह 25-7-22 के शाम को हुआ, प्रकृति का अद्भुत दृश्य देखें","ये 25 जुलाई, 2022 को प्रयागराज, यूपी में गंगा नदी से पानी खींच कर ले जाते बादलों का वीडियो है."
मुंबई में एक बेहद गंभीर और खतरनाक घटना हुई है. एक युवा लड़की को अपनी जान गंवानी पड़ी. मुंबई के हैटमैन किलर ने बेरहमी से उसकी हत्या कर दी,ये वीडियो मुंबई की एक असली घटना को दिखाता है जिसमें एक काली हैट पहने हुए हत्यारे ने एक लड़की की हत्या कर दी.
"अब हर बलात्कारी को मिलेगी फांसी, राष्ट्रपति ने अध्यादेश को दी मंजूरी",राष्ट्रपति ने हर बलात्कारी को फांसी देने वाले अध्यादेश को मंजूरी दे दी है.
C-VOTER का सर्वे गुजरात में आम आदमी पार्टी की आ रही है 155 से लेकर 160 सीट,सी-वोटर एजेंसी के सर्वे के मुताबिक गुजरात में आम आदमी पार्टी 155 से 160 तक सीटें जीत सकती है.
"60 रुपए के पेट्रोल, 40 के डीजल और 450 के गैस सिलेंडर पर ये क्रांतिकारी अपने कपड़े खोल के नाचते थे लेकिन अब गायब हैं, ये बिल्कुल वैसे ही क्रांतिकारी हैं जैसा इनका वीर सावरकर था।","60 रुपए के पेट्रोल, 40 के डीजल और 450 के गैस सिलेंडर पर ये क्रांतिकारी अपने कपड़े खोल के नाचते थे लेकिन अब गायब हैं, ये बिल्कुल वैसे ही क्रांतिकारी हैं जैसा इनका वीर सावरकर था.."
कूनो पार्क में हिरणो को इसी लिए छोड़ा गया था चितो ने पार्क मचाया आतंक और खाने के लिए घूम रहे है।,कूनो में हिरणों का शिकार करते हुए चीता
इसी बीच गुजरात में केजरीवाल के रोड शो में जाने वाले लोग कुछ ऐसा कर रहे हैं,ये गुजरात का हालिया वीडियो है जिसमें देखा जा सकता है कि कैसे आम आदमी पार्टी के संयोजक अरविंद केजरीवाल की रैली में एक शख्स ने प्रधानमंत्री नरेंद्र मोदी का मुखौटा लगा लिया.
बिहार: समस्तीपुर में बैल चोरी के आरोप में भीड़ द्वारा मोहम्मद मुस्तक़ीम नामी युवक की बेरहमी से पीट पीटकर हत्या कर दी गई…पुलिस ने तीन नामज़द समेत अन्य अज्ञातों के ख़िलाफ़ मामला दर्ज किया है।,बिहार में बैल चोरी के आरोप में भीड़ द्वारा मोहम्मद मुस्तक़ीम नामी युवक की हत्‍या का वीडियो
"भाजपा के लोगों को ये सीख सपा से लेनी चाहिये कि अपने लोगों का खयाल किसी भी हद तक रखना ही चाहिये, फिर चाहे कोई कुछ भी कहे। तभी लोग मन से समर्पित भावना के साथ समर्पित रह सकते हैं। वर्ना कभी एक मुसलमान किसी हिन्दू के लिये अपने दाढ़ी बाल उसके दिवंगत होने पर नही मुंडा सकता, पर आजम खान ने ये सिद्ध कर दिया कि सच्ची श्रद्धांजलि किस तरह से दिया जाता है, यदि यह दिखावा है तो ऐसा दिखावा ही सही पर कम से कम आजम खान ने अपने सिर के बाल व दाढ़ी मूंछ सब मुंडवा कर यह तो सिद्ध किया कि किसी के प्रति सच्ची निष्ठा कैसे व्यक्त की जाती है।क्या कोई बता सकता है कि स्वर्गीय अटल जी के साथ रहने वाले कितने सच्चे लोगों ने अपने सिर का बाल मुंडाया? कल्याण सिंह जी, या किसी अन्य भाजपा नेता के मरने पर किसी दूसरे भाजपाई ने बाल मुंडवाया हो? ये सब केवल नजदीकी, अपनापन, और आत्मीय संबंधों के कारण होता है। भाजपा में ऐसे लोगों की मानसिकता बहुत संकीर्ण होने के नाते ये सोच नही बन पाती है कि लोग उनके लिये अपना सर्वस्व न्योछावर कर सकें।",मुलायम सिंह के लिए आजम खान ने सिर मुंडाया
अब जनता को फैसला लेना होगा कि अपने साथ माननीय का भी बिजली काटा जाए।,हेमंत सोरेन का लेटेस्‍ट बयान
"चमचो बर्नाल मंगवा लो, अब चीते भी कैमरे को देखकर पोज देते है। कुछ बड़े विददानों के अनुसार, मध्‍य प्रदेश के कुन्‍हो अभ्‍यारण से, ये ताजा तस्‍वीर आई है। ये वो चीते हैं जिन्‍हें मोदी जी के दवारा नामीबिया से भारत में लाया गया है। यह चीते कैसे भारत के प्रतीक अशोक वाले तीन शेरों की तरह बैठे हैं।",कूनो नेशनल पार्क के तीन चीते की तस्‍वीर
ओवैसी साहब को चाहिए ऐसी फनी पोस्ट के लिए एडमिन मुझे बना दें������।,जुनैद-नासिर हत्याकांड के परिजनों से CM गहलोत ने नहीं की मुलाकात।
ब्रेकिंग न्यूज़ इस वक़्त की बड़ी खबर मथुरा में कृष्ण भक्तों ने बेरीकेटिंग तोड़ दी जय श्री कृष्णा हर हर महादेव. धीरे धीरे श्री कृष्ण जन्म स्थल पर भीड़ 2 लाख से भी ऊपर हो गई है,यह वीडियो मथुरा का है जहां 6 दिसंबर को सुरक्षा के कड़े इंतजाम के बावजूद हिंदू संगठनों की भीड़ ने पुलिस की बैरिकेडिंग तोड़ दी और शाही ईदगाह में घुसने के लिए आगे बढ़ गए.
हे भगवान मोदी जी सच कह रहा हूं अब तो आंखों में से आंसू आते हैं ऐसी तस्वीरें देखकर यह आपने क्या से क्या कर दिया 370 क्या समाप्त हुआ मानो की दुनिया ही बदल गई,अनुच्छेद 370 समाप्त होने के बाद महबूबा मुफ्ती ने मंदिर में पूजा की।
"डिप्टी साहब को शानदार डांस ने करवाया एपीओ. उदयपुर के मावली डिप्टी एसपी हितेश मेहता को अनुशासनहीनता के कारण किया एपीओ. दोनों में गजब का टेलेंट है, बस फिल्मों के बजाय गलती से राजस्थान पुलिस में भर्ती हो गए",इस वायरल वीडियो में डांस कर रहे लोग राजस्थान के पुलिसकर्मी हैं जिनका हाल ही में इस वीडियो के वायरल होने पर तबादला कर दिया गया.
ये हिंदुस्तान है क्या…. इतने खतरनाक हथियार कहाँ से आये इनके पास जो शायद आर्मी के पास होते हैं…..एक जानवर के लिए इतने हथियार निकले हैं और हथियारों की कैटेगरी पर भी ध्यान दीजिए। आप कहां हो ? क्या है आपकी आने वाली पीढ़ियों का भविष्य ? आप की सोच केवल पेट्रोल-गैस-प्याज़-टमाटर के बढ़ते दाम पर सरकारों को कोसने तक ही सीमित हैं।,भैंसा को गोली मारने का वीडियो भारत का है
और हां किडनी ट्रांसफर करने के 2 घंटे के बाद कोई भी व्यक्ति हॉस्पिटल में पोज देते हुए फोटो सेशन नहीं कर सकता. किडनी निकालते समय जो एनस्थीजिया दिया जाता है उसका असर कम से कम 12 घंटे तक रहता है और पेट के बगल में चीरा लगाकर किडनी निकाली जाती है व्यक्ति बैठ कर के विक्ट्री पोज में सेल्फी नहीं ले सकता भाई,लालू यादव के किडनी ट्रांसप्लांट के बाद की उनकी बेटी रोहिणी आचार्य की इस तस्वीर से पता चलता है कि उन्होंने अपने पिता को किडनी दान नहीं दी है.
लॉस एंजेलिस में वैक्सीन बैंडिट्स ग्रुप के लोग किसी भी व्यक्ति को पकड़ कर उसे वैक्सीन लगा दे रहे हैं,"अमेरिका के लॉस एंजेलिस में ‘वैक्सीन बैंडिट्स’ नाम का एक ग्रुप सक्रिय है, जिसके सदस्य राह चलते लोगों को जबरन वैक्सीन लगा रहे हैं."
एलन मस्क ने ट्विटर खरीदने के बाद डोनाल्ड ट्रम्प के निलंबित ट्विटर अकाउंट को वापस बहाल कर दिया है। ट्रंप के अकाउंट को सस्पेंड करने वाले ट्विटर के सभी टॉप एग्जिक्यूटिव्स को कंपनी से बाहर कर दिया गया है।,ट्विटर ने डोनाल्ड ट्रंप के हैंडल को फिर से किया एक्टिव।
पुलिस इंस्पेक्टर विजय सिंह की बेटी आरोही सिंह इंडियन आर्मी में कर्नल बनी है ।बधाई रुकनी नही चाहिए ।जय हिंद जय हिन्दू राष्ट्र,पुलिस इंस्पेक्टर विजय सिंह की बेटी आरोही सिंह इंडियन आर्मी में कर्नल बनी है.
"इंडियन क्रिकेट टीम के मोहम्मद सिराज और इमरान मलिक ,मोहम्मद शमी स्वागत के लिए टीका नहीं लगवाते क्योंकि वे भारत की क्रिकेट टीम के स्तर पर पहुंचने के बाद भी अपने मुस्लिम धर्म के प्रति कट्टर/लेकिन हम सेक्यूलर हिंदू जाली टोपी पहने और कब्र मजार पर चादर चढ़ाने नहीं झुकते","होटल में मोहम्मद सिराज, इमरान मलिक और मोहम्मद शमी ने तिलक नहीं लगवाया।"
मैं इजराइल के प्रधानमंत्री की बात से सहमत हूँ... #IndiaStandsWithIsrael,"इजरायल के प्रधानमंत्री बेंजामिन नेतन्याहू ने एक ट्वीट में कहा है कि आज वो आतंकवादियों से सिर्फ इसलिए लड़ पा रहे हैं क्योंकि उनके दुश्मन सिर्फ बाॅर्डर के उस पार हैं, भारत की तरह घर के भीतर नहीं."
"वैज्ञानिकों ने ढूंढ निकाला कैंसर का’ कैंसर के मरीजों के लिए एक बड़ी राहत वाली खबर आई है। दुनियाभर के वैज्ञानिक जिस बीमारी के लिए सालों से इलाज ढूंढ रहे थे उसका आखिरकार तोड़ मिल चुका है। अब तक दुनिया भर में कैंसर के इलाज के लिए अरबों रुपए पानी की तरह बहा दिए गए हैं, लेकिन कोई भी दवा पूरी तरह से कैंसर को जड़ से खत्म करने में नाकाम साबित हुई है। अब तक बाजार में जो दवाएं मौजूद हैं, वो सिर्फ कैंसर को बढ़ने से रोक देती हैं। अमेरिका के लडविंग इंस्टीट्यूट फॉर कैंसर रिसर्च में अमेरिकी वैज्ञानिकों के दल ने हाल ही में कुछ नए शोध किए। इस टीम की अगुवाई मशहूर कैंसर वैज्ञानिक और जॉन हॉप्किंग यूनिवर्सिटी के ऑनकोलॉजिस्ट (कैंसर विशेषज्ञ) डॉ. ची वान डैंग ने की। उन्होंने कहा कि हम सालों तक रिसर्च कर चुके हैं और अब तक कैंसर के जो भी इलाज मौजूद हैं वो काफी महंगे हैं। हमने जो शोध किया उसमें चौंकाने वाले नतीजे सामने आए हैं। आपके किचन में रखा बेकिंग सोड़ा कैंसर के लिए रामबाण औषधि है। डॉ. डैंग के मुताबिक, हमने बेकिंग सोडा पर लंबी रिसर्च की और जो परिणाम हमने अब तक सिर्फ सुने थे वो प्रमाणित हो गए। उन्होंने बताया कि यदि कैंसर का मरीज बेकिंग सोडा पानी के साथ मिलाकर पी ले तो कुछ ही दिनों में इसका असर दिखने लगेगा। उन्होंने बताया कि कीमोथेरेपी और महंगी दवाओं से भी तेजी से बेकिंग सोडा ट्यूमर सेल्स को न सिर्फ बढ़ने से रोकता है, बल्कि उसे खत्म भी कर देता है। डॉ. डैंग ने पूरी जानकारी देते हुए बताया कि हमारे शरीर में हर सेकेंड लाखों सेल्स खत्म होते हैं और नए सेल्स उनकी जगह ले लेते हैं। लेकिन कई बार नए सेल्स के अंदर खून का संचार रुक जाता है और ऐसे ही सेल्स एकसाथ इकट्ठा हो जाते हैं, जो धीरे-धीरे बढ़ता है। इसी को ट्यूमर कहा जाता है। उन्होंने बताया कि हमने ब्रेस्ट और कोलोन कैंसर के ट्यूमर सेल्स पर बेकिंग सोडा के प्रभाव की जांच की और हमने पाया कि बेकिंग सोडा वाला पानी पीने के बाद जिस तेजी से ट्यूमर सेल्स बढ़ रहे तो वो काफी हद तक रुक गए। उन्होंने बताया, ट्यूमर सेल्स में आक्सिजन पूरी तरह खत्म हो जाती है, तो उसे मेडिकल भाषा में हिपोक्सिया कहते हैं। हिपोक्सिया की वजह से तेजी से उस हिस्से का पीएच लेवल गिरने लगता है और ट्यूमर के ये सेल एसिड बनाने लगते हैं। इस एसिड की वजह से पूरे शरीर में भयंकर दर्द शुरू हो जाता है। अगर इन सेल्स का तुरंत इलाज न किया जाए तो ये कैंसर सेल्स में तब्दील हो जाते हैं। डॉ. डैंग के मुताबिक, बेकिंग सोडा मिला पानी पीने से शरीर का पीएच लेवल भी मेंटेन रहता है और एसिड वाली समस्या न के बराबर होती है। डॉ. डैंग ने बताया कि कई बार कीमोथेरेपी के बावजूद भी ऐसे कैंसर सेल्स शरीर में रह जाते हैं, जो बाद में दोबारा से शरीर में कैंसर सेल्स बनाने लगते हैं। इन्हें T सेल्स कहते हैं। इन टी सेल्स को नाकाम सिर्फ बेकिंग सोडा से ही किया जा सकता है। डॉ. वॉन डैंग ने कहा कि पहले भी ये बात आप सुन चुके होंगे कि बेकिंग सोडा कैंसर समेत कई बीमारियों का इलाज है। लेकिन अब हम प्रमाणिक तौर पर कह सकते हैं कि कैंसर का सबसे सस्ता और अच्छा इलाज बेकिंग सोडा से मिला पानी है। उन्होंने बताया कि जिन लोगों पर हमने प्रयोग किए उन्हें दो हफ्तों पर पानी में बेकिंग सोडा मिलाकर दिया और सिर्फ 2 हफ्ते में उन लोगों के ट्यूमर सेल्स लगभग खत्म हो गई ! TATA मेमोरियल हॉस्पिटल के डॉ. राजेन्द्र ए. बडवे ने जोर देकर कहा कि यदि *जो हर कोई इस समाचार पत्र को प्राप्त करता है, वह दस प्रतियों को दूसरों को अग्रेषित कर सकता है, तो निश्चित रूप से कम से कम एक जीवन वापस बच जाएगा…",बेकिंग सोडा से कैंसर का इलाज
मोदी सरकार में बोलने की इजाजत नहीं. रिटायरमेंट के बाद बोलीं SBI की चेयरपर्सन अरुंधती भट्टाचार्य. नोटबंदी जानलेवा फैसला था,SBI की पूर्व चेयरपर्सन अरुंधति भट्टाचार्य ने मोदी सरकार की आलोचना की है.
आज पूरे देश में जनता ऑक्सीजन के बिना मर रही है और यह कांग्रेस शासित राज्य मोदी सरकार से ऑक्सीजन की जरूरत से ज्यादा डिमांड करके मंगवा तो लिये पर उनके पास स्टोर करने की कोई जगह नहीं थी तो उन लोगों ने टैंकर खाली करने का नया तरीक ढूंढ लिया video जयपुर का है @HMOIndia कार्यवाई करें,"राजस्थान सरकार ने जरूरत से ज्यादा ऑक्सीजन मंगवा ली, लेकिन अब स्टोर करने की जगह न होने के कारण जयपुर में ऑक्सीजन को बर्बाद किया जा रहा है."
#यासीन_मलिक की बेगम का #दुख.. मुझसे देखा नही जा रहा…,यासीन_मलिक की बेगम का #दुख.. मुझसे देखा नही जा रहा…
कैलाश का अद्भुत दृश्य आपने पहले कभी नहीं देखा होगा।,कैलाश का अद्भुत दृश्य आपने पहले कभी नहीं देखा होगा
नर्स ने इंजेक्शन में दवाई कब भरी अगर किसी अंधभक्त को दिखे तो जरूर बताएं इसी तरह यूपी में टीकाकरण हो रहा है,वीडियो में देखा जा सकता है कि कैसे उत्तर प्रदेश में एक मुस्लिम नर्स ने बिना वैक्सीन भरे ही एक युवक को इंजेक्शन लगा दिया.
#RanbirKapoorAliaBhattWedding: आलिया का मेहंदी लुक हुआ वायरल।,#RanbirKapoorAliaBhattWedding: आलिया का मेहंदी लुक हुआ वायरल।  Alia Bhatt .
"बिहार के उपमुख्यमंत्री की इससे बड़ी बेईज्ज़ती और क्या हो सकती है कि लोग हार-गुलदस्ते की जगह पेन – कापी थमा रहें हैं, क्योकि वो जानते हैं कि वह नवी पास है। ये पब्लिक है सब जानती है।","बिहार के उपमुख्यमंत्री को लोग गुलदस्ते की जगह पेन - कापी थमा रहें हैं, क्योकि वो जानते हैं कि वह नवी पास है।"
मैंने इस कॉन्टेस्ट में हिस्सा लिया और मुझे पांच दिन बाद कार भी मिल गई. धन्यवाद,मारुति सुजुकी कंपनी अपनी 40वीं वर्षगांठ पर एक योजना चला रही है जिसके तहत लोगों को कार जीतने का मौका दिया जा रहा है.
"बीजेपी के मुख्य वोटर हैं हिंदू लड़के, सभी मुस्लिम लड़कियों से गुजारिश है कि अगले छह महीने तक हिन्दू लड़को को प्रेमजाल में फसाओं, फिर कांग्रेस को वोट देने के लिए मनाओं जिससे बीजेपी हार जायेगी","अहमद अली अंसारी नाम के एक मौलवी ने ट्वीट किया है कि बीजेपी के मुख्य वोटर हिंदू लड़के हैं, इसलिए अगले छह महीने तक मुस्लिम लड़कियां उन्हें प्रेमजाल में फसाएं और कांग्रेस को वोट देने के लिए मनाएं. इससे बीजेपी की हार हो जाएगी."
दिल्ली के मेले में हुई लड़कियों की जबरदस्त लड़ाई….,दिल्ली के मेले में हुई लड़कियों की जबरदस्त लड़ाई….
"मैं पहले ना कहता था पप्पू का गप्पू से कोई मुक़ाबला हो ही नहीं सकता। गप्पू के जन्मदिन पर नामीबियाई चीते लेने गए जहाज़ का मुखड़ा ही बदलवा डाला । है कोई, इससे बड़ा फ़र्ज़ी शोमैन ? लोग भूखे मर रहे हैं और वो जहाज़ से जानवर ला रहा है? उसे पता है कि हम मूर्ख इस इवेंटबाजी से ही प्रभावित होकर वोट डालते हैं, महंगाई और बेरोज़गारी के मुद्दों पर नहीं। तो प्यारे, भुक्तते रहो, उनके पिता जी का क्या जाता है? वो तो ठाठ में ही है, सौ महीने से।",पीएम मोदी ने नामीबियाई चीतों को भारत लाने के लिए जहाज पर स्पेशल पेंट करवाया।
The dog’s child was buried under the ruins after earthquake,The Dog's child was buried under the ruins after the earthquake.…
एक ओर अफगानिस्तान ने बेटियों के विदेशों में भी पढ़ने को प्रतिबंधित कर दिया तो वहीं पाकिस्तान हिंदू महिलाओं के साथ दरिंदगी पर उतर आया..,पाकिस्तान में हिंदू महिला के साथ मारपीट की गई है।
Double engine government conducted car swimming competition in Bangalore.. Note: No government can stop natural disasters.. It’s the actions you take afterwards that matter.. For those who get dog happiness as soon as it rains in Hyderabad..#bengalorerains,Double engine government conducted car swimming competition in Bangalore.. Note: No government can stop natural disasters.. It's the actions you take afterwards that matter.. For those who get dog happiness as soon as it rains in Hyderabad..
दोग.. लोग के वजह से अब सिनेमा हॉल में भी पुलिस का पहरा लग गया आओ बेटा. Good look at Pathaan,सुरक्षाकर्मियों का यह पहरा 'पठान' मूवी के विरोध के कारण है।
अफगानिस्तान और पाक के फैंस आपस में भिड़े….मैच पाक ने जीता दिल अफगानिस्तान ने नसीम शाह बोलिंग के बाद बल्लेबाजी में भी मुज़ाहरा पेश किया।,अफगानिस्तान और पाक के फैंस आपस में भिड़े
नार्थ सिक्किम में सेना के ट्रक का एक्सीडेंट हो जाने से 16 बहादुर जवानों के शहीद होने की खबर पीड़ादायक है।,सिक्किम में भारतीय सैन्य ट्रक हादसे की है यह तस्वीर।
अबकी बार अखिलेश भैया की सरकार,&quot;एबीपी न्यूज&quot; ने एक सर्वे में बताया है कि 2022 में यूपी में समाजवादी पार्टी को पूर्ण बहुमत मिलने का अनुमान है.
भीम आर्मी आज़ाद समाज पार्टी जिन्दाबाद। फिल्म अभिनेता अक्षय कुमार। में आरहा हूँ आरक्षण के समर्थन में। चलो भोपाल आरक्षण जिंदाबाद 12 फरवरी भोपाल।,भोपाल में भीम आर्मी द्वारा आरक्षण को लेकर हो रहे आंदोलन में बॉलीवुड एक्टर अक्षय कुमार शामिल होंगे
पेट से तो बच्‍चा हिंदू निकलता है। बाहर उसकी मुसलमानी की जाती है..अल्‍लाह में ताकत है तो खतना हुआ बच्‍चा पैदा करके दिखाये.,नीता अंबानी का ट्वीट
Meanwhile people of Gujarat in Kejriwal’s roadshow be like,वायरल वीडियो गुजरात में केजरीवाल के रोड शो का है।
भारत की शान “शाहरुख खान,शाहरुख खान फ़ीफ़ा वर्ल्ड कप फाइनल के दौरान।
जैसे बंगाल में स्टूल पर बैठाया गया है वैसे अगर योगी जी बैठा देते तो अब तक आरोप लग गया होता हम शूद्र है इसके लिए हमें कुर्सी नहीं दी,विवरण- पश्चिम बंगाल की मुख्यमंत्री ममता बनर्जी ने समाजवादी पार्टी के मुखिया अखिलेश यादव को स्टूल पर बिठाया.
बधाई हो हिन्दूओ #प्रधानमंत्रीराहतकोष में #दाकश्मीरफाइल का पूरा संग्रह (कमाई) 200 करोड़ दान करने पर #विवेक_अग्निहोत्री को केशव अरोड़ा प्रदेश अध्यक्ष हिंदू युवा वाहिनी का सैल्यूटThe_Kshmir_Files THE_KSHMIR_FILES,बधाई हो हिन्दूओ प्रधानमंत्री_राहत_कोष में दा_कश्मीर_फाइल का पूरा संग्रह (कमाई) 200 करोड़ दान करने पर विवेक_अग्निहोत्री को केशव अरोड़ा प्रदेश अध्यक्ष हिंदू युवा वाहिनी का सैल्यूट
हिंदू बाबा ने एक मुस्लिम महिला को बचाया।,Hindu Baba Saving Muslim
खालिस्तान जनमत संग्रह की अनुमति दी जानी चाहिए,लेफ्टिनेंट जनरल मनजिंदर सिंह ने कहा खालिस्तान बनाने के लिए जनमत संग्रह की अनुमति दी जानी चाहिए।
सांसद सौगत रॉय के साथ भी डांस कर रही थी करोड़ो रुपये वाली गिरलफिरैंड अर्पिता मुखर्जी।,सांसद सौगत रॉय के साथ डांस करती अर्पिता मुखर्जी
